,Customer Age,Days_Since_Purchase,Customer Gender,Product Purchased,Ticket Subject,Satisfaction_Level,Customer Satisfaction Rating
0,0.2413194047658583,0.7930959473022574,2,10,8,2,-3.0
1,-1.1409187815747552,0.2161451860102138,0,25,0,2,-3.0
2,1.4919158590740325,1.5544817880237247,0,5,3,1,-1.0
3,0.2413194047658583,-0.10070482224033472,1,30,3,1,-1.0
4,0.43878200281451735,-1.4153959012500734,1,27,15,1,-1.0
5,0.2413194047658583,1.4362541730048632,0,38,13,0,-4.0
6,1.2286323950091536,-1.3633757506417743,2,40,0,0,-4.0
7,-0.3510683893801189,-0.3277018430765486,0,9,15,0,-5.0
8,-0.9434561835260961,0.9538855037279088,2,12,12,0,-5.0
9,1.4919158590740325,0.012793688177772211,1,40,2,1,-1.0
10,1.0311697969604945,-1.6849548634930773,1,15,11,2,-3.0
11,0.3729611367982977,-1.6329347128847784,1,5,6,0,-5.0
12,-1.3383813796234143,0.36274742863360193,2,16,12,1,-1.0
13,-1.6674857097045126,-1.2073152988168774,1,18,0,2,-3.0
14,-0.6143518534449977,-0.767508570946713,1,10,11,2,-3.0
15,-0.6801727194612174,-1.2782518678281942,2,19,11,1,-2.0
16,0.3729611367982977,0.353289219432093,0,31,8,1,-1.0
17,-1.1409187815747552,0.7221593782909406,0,16,15,1,-1.0
18,1.2944532610253734,0.1830414538049326,1,21,15,2,-3.0
19,0.6362446008631765,-1.349188436839511,1,28,8,2,-3.0
20,-0.48271012141255826,-1.089087683798016,1,19,4,0,-4.0
21,-1.1409187815747552,0.7127011690894316,1,5,12,0,-5.0
22,-0.2852475233638992,-1.183669775813105,2,3,2,2,-3.0
23,-0.2852475233638992,0.20195787220795045,1,37,13,1,-1.0
24,1.2944532610253734,0.0790011525883346,0,40,9,0,-4.0
25,0.307140270782078,-1.0512548469919802,0,16,11,0,-5.0
26,0.10967767273341893,1.5119198466169346,0,8,14,1,-1.0
27,-0.6801727194612174,-0.2331197510614595,0,11,5,0,-4.0
28,-0.5485309874287779,0.23506160441323162,2,12,9,2,-3.0
29,-0.48271012141255826,-0.0392264624305268,2,34,5,1,-1.0
30,1.2286323950091536,-0.0013936256244911555,0,12,4,0,-5.0
31,-1.3383813796234143,-1.3208138092349841,1,33,15,1,-1.0
32,0.10967767273341893,1.6348765662365505,1,38,12,1,-2.0
33,-0.2852475233638992,1.578127311027497,1,39,12,0,-5.0
34,1.0311697969604945,-1.3113556000334754,1,5,1,0,-5.0
35,-0.4168892553963386,0.5235369850592534,1,35,14,0,-5.0
36,-0.2852475233638992,-0.1338085544456159,0,4,1,2,-3.0
37,-0.15360579133145982,-0.6729264789316238,0,30,7,1,-2.0
38,-0.745993585477437,1.682167612244095,1,11,13,0,-4.0
39,1.0311697969604945,-0.9992346963836812,0,1,10,1,-2.0
40,-1.1409187815747552,-1.505248888664408,2,25,9,1,-1.0
41,-1.0750979155585354,0.4715168344509544,0,37,1,1,-1.0
42,-1.601664843688293,-1.5761854576757248,0,41,15,0,-5.0
43,-1.7333065757207324,1.4977325328146713,1,17,13,0,-5.0
44,-0.21942665734767952,-1.0134220101859446,0,12,15,1,-2.0
45,0.307140270782078,-0.5074078179052179,1,0,6,2,-3.0
46,-0.08778492531524014,1.5119198466169346,1,4,12,1,-2.0
47,0.3729611367982977,-0.8053414077527487,1,30,14,0,-5.0
48,1.4260949930578126,1.1430496877580871,1,33,13,1,-2.0
49,-1.5358439776720734,-1.6849548634930773,2,1,8,0,-4.0
50,0.8995280649280551,-0.21420333265844166,1,0,11,1,-2.0
51,0.1754985387496386,-0.6209063283233248,1,22,13,1,-1.0
52,-0.8776353175098764,1.2281735705716672,2,38,15,1,-2.0
53,-1.4700231116558535,0.3958511608388831,0,3,11,2,-3.0
54,-0.2852475233638992,-1.4153959012500734,2,22,7,1,-1.0
55,1.2944532610253734,-0.3749928890840931,0,32,10,2,-3.0
56,-1.0092770495423158,0.35801832403284745,0,18,12,0,-4.0
57,-1.0092770495423158,1.691625821445604,0,19,13,2,-3.0
58,-0.9434561835260961,-1.410666796649319,1,7,9,1,-1.0
59,-0.6801727194612174,0.2256033952117227,1,25,12,2,-3.0
60,-1.3383813796234143,-0.6776555835323783,1,19,13,0,-5.0
61,-0.8118144514936567,1.2754646165792118,0,40,1,2,-3.0
62,-0.21942665734767952,1.5733982064267424,1,14,4,2,-3.0
63,-0.9434561835260961,0.6937847506864138,1,39,8,1,-1.0
64,-0.021964059299020452,-1.703871281896095,0,25,13,0,-4.0
